id,category,subcategory,question,answer,keywords,notes,department,contact,effective_from,effective_to,last_updated_at,status,requires_clarification,source_sheet,source_row
การจัดการนัดหมาย_1,การจัดการนัดหมาย,,ขอเลื่อนนัดพบแพทย์ แผนกผู้ป่วยนอก 1,แผนกผู้ป่วยนอก 1 โทร 054 466 666 ต่อ 7304,ขอเลื่อนนัดพบแพทย์|แผนกผู้ป่วยนอก|โทร|054|466|666|ต่อ|7304,สอบถามแพทย์ที่นัดหรือแผนก แล้วทำการแจ้งเบอร์โทรของแต่ละแผนก,,,,,2026-04-20T20:16:21+07:00,active,False,การจัดการนัดหมาย,2
การจัดการนัดหมาย_2,การจัดการนัดหมาย,,ขอเลื่อนนัดพบแพทย์ แผนกผู้ป่วยนอก 2,แผนกผู้ป่วยนอก 2 โทร 054 466 666 ต่อ 7173,ขอเลื่อนนัดพบแพทย์|แผนกผู้ป่วยนอก|โทร|054|466|666|ต่อ|7173,สอบถามแพทย์ที่นัดหรือแผนก แล้วทำการแจ้งเบอร์โทรของแต่ละแผนก,,,,,2026-04-20T20:16:21+07:00,active,False,การจัดการนัดหมาย,3
การจัดการนัดหมาย_3,การจัดการนัดหมาย,,ขอเลื่อนนัดพบแพทย์ แผนกผู้ป่วยนอก 3 (หู คอ จมูก ตา),แผนกผู้ป่วยนอก 3 (หู คอ จมูก ตา) โทร 054 466 666 ต่อ 7210,ขอเลื่อนนัดพบแพทย์|แผนกผู้ป่วยนอก|หู|คอ|จมูก|ตา|โทร|054|466|666|ต่อ|7210,สอบถามแพทย์ที่นัดหรือแผนก แล้วทำการแจ้งเบอร์โทรของแต่ละแผนก,,,,,2026-04-20T20:16:21+07:00,active,False,การจัดการนัดหมาย,4
การจัดการนัดหมาย_4,การจัดการนัดหมาย,,ขอเลื่อนนัดพบแพทย์ แผนกผู้ป่วยนอก 3 (สูติ-นรีเวช),แผนกผู้ป่วยนอก 3 (สูติ-นรีเวช) โทร 054 466 666 ต่อ 7152,ขอเลื่อนนัดพบแพทย์|แผนกผู้ป่วยนอก|สูติ|นรีเวช|โทร|054|466|666|ต่อ|7152,สอบถามแพทย์ที่นัดหรือแผนก แล้วทำการแจ้งเบอร์โทรของแต่ละแผนก,,,,,2026-04-20T20:16:21+07:00,active,False,การจัดการนัดหมาย,5
การจัดการนัดหมาย_5,การจัดการนัดหมาย,,ขอเลื่อนนัดพบแพทย์ แผนกผู้ป่วยนอก 4 (ความดัน/ระบบประสาทและสมอง/ทางเดินอาหาร),แผนกผู้ป่วยนอก 4 (ความดัน/ระบบประสาทและสมอง/ทางเดินอาหาร) โทร 054 466 666 ต่อ 7182,ขอเลื่อนนัดพบแพทย์|แผนกผู้ป่วยนอก|ความดัน|ระบบประสาทและสมอง|ทางเดินอาหาร|โทร|054|466|666|ต่อ|7182,สอบถามแพทย์ที่นัดหรือแผนก แล้วทำการแจ้งเบอร์โทรของแต่ละแผนก,,,,,2026-04-20T20:16:21+07:00,active,False,การจัดการนัดหมาย,6
การจัดการนัดหมาย_6,การจัดการนัดหมาย,,ขอเลื่อนนัดพบแพทย์ แผนกผู้ป่วยนอก 4 (หัวใจ),แผนกผู้ป่วยนอก 4 (หัวใจ) โทร 054 466 666 ต่อ 7171,ขอเลื่อนนัดพบแพทย์|แผนกผู้ป่วยนอก|หัวใจ|โทร|054|466|666|ต่อ|7171,สอบถามแพทย์ที่นัดหรือแผนก แล้วทำการแจ้งเบอร์โทรของแต่ละแผนก,,,,,2026-04-20T20:16:21+07:00,active,False,การจัดการนัดหมาย,7
การจัดการนัดหมาย_7,การจัดการนัดหมาย,,ขอเลื่อนนัดพบแพทย์ แผนกกระดูกและข้อ,แผนกกระดูกและข้อ โทร 054 466 666 ต่อ 7406/7409,ขอเลื่อนนัดพบแพทย์|แผนกกระดูกและข้อ|โทร|054|466|666|ต่อ|7406|7409,สอบถามแพทย์ที่นัดหรือแผนก แล้วทำการแจ้งเบอร์โทรของแต่ละแผนก,,,,,2026-04-20T20:16:21+07:00,active,False,การจัดการนัดหมาย,8
การจัดการนัดหมาย_8,การจัดการนัดหมาย,,ขอเลื่อนนัดพบแพทย์ ห้อง X-Ray/CT-Scan,ห้อง X-Ray/CT-Scan โทร 054 466 666 ต่อ 7291,ขอเลื่อนนัดพบแพทย์|ห้อง|ray|ct|scan|โทร|054|466|666|ต่อ|7291,สอบถามแพทย์ที่นัดหรือแผนก แล้วทำการแจ้งเบอร์โทรของแต่ละแผนก,,,,,2026-04-20T20:16:21+07:00,active,False,การจัดการนัดหมาย,9
การจัดการนัดหมาย_9,การจัดการนัดหมาย,,ขอเลื่อนนัดพบแพทย์ แผนกกายภาพบำบัด,แผนกกายภาพบำบัด โทร 054 46 666 ต่อ 7190,ขอเลื่อนนัดพบแพทย์|แผนกกายภาพบำบัด|โทร|054|46|666|ต่อ|7190,สอบถามแพทย์ที่นัดหรือแผนก แล้วทำการแจ้งเบอร์โทรของแต่ละแผนก,,,,,2026-04-20T20:16:21+07:00,active,False,การจัดการนัดหมาย,10
การจัดการนัดหมาย_10,การจัดการนัดหมาย,,ขอเลื่อนนัดพบแพทย์ แผนกแพทย์แผนไทย&จีน,"แผนกแพทย์แผนไทย&จีน โทร 054 466 666 ต่อ 7113, 7114",ขอเลื่อนนัดพบแพทย์|แผนกแพทย์แผนไทย&จีน|โทร|054|466|666|ต่อ|7113|7114,สอบถามแพทย์ที่นัดหรือแผนก แล้วทำการแจ้งเบอร์โทรของแต่ละแผนก,,,,,2026-04-20T20:16:21+07:00,active,False,การจัดการนัดหมาย,11
การจัดการนัดหมาย_11,การจัดการนัดหมาย,,ลืมวันนัดพบแพทย์/ทำใบนัดหาย (ขอเช็ควันนัด),ขอทราบชื่อ-นามสกุล และแพทย์ที่นัด,ลืมวันนัดพบแพทย์|ทำใบนัดหาย|ขอเช็ควันนัด|ขอทราบชื่อ|นามสกุล|และแพทย์ที่นัด,เช็คข้อมูลในระบบแล้วแจ้งกลับคนไข้,,,,,2026-04-20T20:16:21+07:00,active,False,การจัดการนัดหมาย,12
คลินิกทันตกรรม_1,คลินิกทันตกรรม,,ติดต่อโรงพยาบาลทันตกรรม (สอบถามเกี่ยวกับช่องปากหรือฟัน),ติดต่อรพ.ทันตกรรม โดยตรง https://www.facebook.com/DentHosUP/?locale=th_TH หรือ โทร 054 466 666 ต่อ 4701,ติดต่อโรงพยาบาลทันตกรรม|สอบถามเกี่ยวกับช่องปากหรือฟัน|ติดต่อรพ.ทันตกรรม|โดยตรง|https|www.facebook.com|denthosup|?locale=th_th|หรือ|โทร|054|466|666|ต่อ|4701,,,,,,2026-04-20T20:16:21+07:00,active,False,คลินิกทันตกรรม,2
ศูนย์ไตเทียม_1,ศูนย์ไตเทียม,,ที่โรงพยาบาลมีบริการฟอกไตไหม หากต้องการฟอกไตที่โรงพยาบาลมหาวิทยาลัยพะเยา ต้องทำอย่างไร,ติดต่อสอบถามข้อมูลเพิ่มเติมหน่วยไตเทียม โทร 054 466 666 ต่อ 7279,ที่โรงพยาบาลมีบริการฟอกไตไหม|หากต้องการฟอกไตที่โรงพยาบาลมหาวิทยาลัยพะเยา|ต้องทำอย่างไร|ติดต่อสอบถามข้อมูลเพิ่มเติมหน่วยไตเทียม|โทร|054|466|666|ต่อ|7279,เนื่องจากที่รพ.ไม่มีแพทย์เฉพาะทางด้านไต หากต้องการฟอกไตจะต้องติดต่อกับทางหน่วยไตเทียมก่อนเท่านั้น,,,,,2026-04-20T20:16:21+07:00,active,False,ศูนย์ไตเทียม,2
ศูนย์ไตเทียม_2,ศูนย์ไตเทียม,,สามารถใช้สิทธิการรักษาอะไรได้บ้าง หรือมีค่าใช้จ่ายส่วนเกินไหม,ติดต่อสอบถามข้อมูลเพิ่มเติมหน่วยไตเทียม โทร 054 466 666 ต่อ 7279,สามารถใช้สิทธิการรักษาอะไรได้บ้าง|หรือมีค่าใช้จ่ายส่วนเกินไหม|ติดต่อสอบถามข้อมูลเพิ่มเติมหน่วยไตเทียม|โทร|054|466|666|ต่อ|7279,เนื่องจากทางเจ้าหน้าที่หน่วยไตเทียมจะต้องทำการตรวจสอบข้อมูลคนไข้,,,,,2026-04-20T20:16:21+07:00,active,False,ศูนย์ไตเทียม,3
สูตินรีเวช_1,สูตินรีเวช,,สอบถามค่าใช้จ่ายการถอดยาคุมและฝัง,ค่าใช้จ่ายจะเป็นไปตามสิทธิการรักษาค่ะ รายละเอียดเพิ่มเติม แผนกผู้ป่วยนอก 3 (สูติ-นรีเวช)โทร 054 466 666 ต่อ 7152 ค่ะ เปิดบริการทุกวันจันทร์-พุธ และ วันศุกร์(ราชการ) 08.00-12.00 น.,สอบถามค่าใช้จ่ายการถอดยาคุมและฝัง|ค่าใช้จ่ายจะเป็นไปตามสิทธิการรักษาค่ะ|รายละเอียดเพิ่มเติม|แผนกผู้ป่วยนอก|สูติ|นรีเวช|โทร|054|466|666|ต่อ|7152|ค่ะ|เปิดบริการทุกวันจันทร์|พุธ|และ|วันศุกร์|ราชการ|08.00|12.00|น.,,,,,,2026-04-20T20:16:21+07:00,active,False,สูตินรีเวช,2
สูตินรีเวช_2,สูตินรีเวช,,อยากตรวจภายใน สามารถเข้ามาได้เลยไหม,ติดต่อแผนกผู้ป่วยนอก 3 (สูติ-นรีเวช)โทร 054 466 666 ต่อ 7152 ค่ะ,อยากตรวจภายใน|สามารถเข้ามาได้เลยไหม|ติดต่อแผนกผู้ป่วยนอก|สูติ|นรีเวช|โทร|054|466|666|ต่อ|7152|ค่ะ,เนื่องจากแพทย์มีจำนวนคนไข้นัดค่อนข้างเยอะ ทำให้จำกัดเคส Walk in ต่อวัน จึงจะต้องทำการสอบถามไปยังแผนกว่ายังรับเคสหรือไม่ (วันต่อวัน),,,,,2026-04-20T20:16:21+07:00,active,False,สูตินรีเวช,3
ประเมินค่าใช้จ่ายทั่วไป_1,ประเมินค่าใช้จ่ายทั่วไป,,ค่าใช้จ่ายในการรักษา,ค่าใช้จ่ายจะเป็นไปตามสิทธิการรักษา เช็คสิทธิการรักษา (งานเวชระเบียน โทร. 0 5446 6666 ต่อ 7226) ค่าใช้จ่าย (การเงิน ผู้ป่วยนอก โทร. 0 5446 6666 ต่อ 7101) ให้บริการทุกวันจันทร์-วันศุกร์ 08.00-16.00 น. (เว้นวันหยุดนักขัตฤกษ์),ค่าใช้จ่ายในการรักษา|ค่าใช้จ่ายจะเป็นไปตามสิทธิการรักษา|เช็คสิทธิการรักษา|งานเวชระเบียน|โทร.|5446|6666|ต่อ|7226|ค่าใช้จ่าย|การเงิน|ผู้ป่วยนอก|7101|ให้บริการทุกวันจันทร์|วันศุกร์|08.00|16.00|น.|เว้นวันหยุดนักขัตฤกษ์,คนไข้จะสอบถามโดยแจ้งรายการที่จะตรวจ เช่น ตรวจอาการป่วยราคาเท่าไหร่หรือตรวจตาราคาเท่าไหร่,,,,,2026-04-20T20:16:21+07:00,active,False,ประเมินค่าใช้จ่ายทั่วไป,2
ประเมินค่าใช้จ่ายทั่วไป_2,ประเมินค่าใช้จ่ายทั่วไป,,ย้ายสิทธิการรักษาหรือตรวจสอบสิทธิการรักษา,งานเวชระเบียน โทร. 0 5446 6666 ต่อ 7226 หรือ 7227,ย้ายสิทธิการรักษาหรือตรวจสอบสิทธิการรักษา|งานเวชระเบียน|โทร.|5446|6666|ต่อ|7226|หรือ|7227,,,,,,2026-04-20T20:16:21+07:00,active,False,ประเมินค่าใช้จ่ายทั่วไป,3
ประเมินค่าใช้จ่ายทั่วไป_3,ประเมินค่าใช้จ่ายทั่วไป,,ขอประวัติการรักษา,งานเวชระเบียน โทร 054 466 666 ต่อ 7267 *เปิดในเวลาราชการ 08.00 -16.00 น. ทุกวันทำการ (ราชการ) หยุดทุกวันเสาร์-อาทิตย์ และวันหยุดนักขัตฤกษ์*,ขอประวัติการรักษา|งานเวชระเบียน|โทร|054|466|666|ต่อ|7267|*เปิดในเวลาราชการ|08.00|16.00|น.|ทุกวันทำการ|ราชการ|หยุดทุกวันเสาร์|อาทิตย์|และวันหยุดนักขัตฤกษ์*,,,,,,2026-04-20T20:16:21+07:00,active,False,ประเมินค่าใช้จ่ายทั่วไป,4
วัคซีน_1,วัคซีน,,วัคซีนบาททะยัก/วัคซีนพิษสุนัขบ้า (สามารถเข้ามาฉีดได้ไหม),แนะนำเข้ามาประเมินอาการก่อนค่ะ รายละเอียดเพิ่มเติม แผนกผู้ป่วยนอก 1 โทร 054 466 666 ต่อ 7304,วัคซีนบาททะยัก|วัคซีนพิษสุนัขบ้า|สามารถเข้ามาฉีดได้ไหม|แนะนำเข้ามาประเมินอาการก่อนค่ะ|รายละเอียดเพิ่มเติม|แผนกผู้ป่วยนอก|โทร|054|466|666|ต่อ|7304,ส่วนใหญ่คนไข้จะสอบถามว่าต้องไปฉีดที่ไหนหรือฉีดต่อจากโรงพยาบาลอื่นได้ไหม,,,,,2026-04-20T20:16:21+07:00,active,False,วัคซีน,2
วัคซีน_2,วัคซีน,,วัคซีนไวรัสตับอักเสบบี (ราคาเท่าไหร่/เข้ามาได้เลยไหม),วัคซีนไวรัสตับอักเสบบี เข็มละ 260 บาท/เข็ม ไม่รวมค่าบริการฉีด รายละเอียดเพิ่มเติม - แผนกผู้ป่วยนอก 2 โทร 054 466 666 ต่อ 7173 ให้บริการทุกวันจันทร์-วันศุกร์ 908.00-16.00 น. (เว้นวันหยุดนักขัตฤกษ์),วัคซีนไวรัสตับอักเสบบี|ราคาเท่าไหร่|เข้ามาได้เลยไหม|เข็มละ|260|บาท|เข็ม|ไม่รวมค่าบริการฉีด|รายละเอียดเพิ่มเติม|แผนกผู้ป่วยนอก|โทร|054|466|666|ต่อ|7173|ให้บริการทุกวันจันทร์|วันศุกร์|908.00|16.00|น.|เว้นวันหยุดนักขัตฤกษ์,,,,,,2026-04-20T20:16:21+07:00,active,False,วัคซีน,3
วัคซีน_3,วัคซีน,,วัคซีนไข้หวัดใหญ่ (ราคาเท่าไหร่/เข้ามาได้เลยไหม),วัคซีนไข้หวัดใหญ่(4 สายพันธุ์) เข็มละ 550 บาท ไม่รวมค่าบริการฉีด รายละเอียดเพิ่มเติม - แผนกผู้ป่วยนอก 2 โทร 054 466 666 ต่อ 7173 ให้บริการทุกวันจันทร์-วันศุกร์ 08.00-16.00 น. (เว้นวันหยุดนักขัตฤกษ์),วัคซีนไข้หวัดใหญ่|ราคาเท่าไหร่|เข้ามาได้เลยไหม|สายพันธุ์|เข็มละ|550|บาท|ไม่รวมค่าบริการฉีด|รายละเอียดเพิ่มเติม|แผนกผู้ป่วยนอก|โทร|054|466|666|ต่อ|7173|ให้บริการทุกวันจันทร์|วันศุกร์|08.00|16.00|น.|เว้นวันหยุดนักขัตฤกษ์,,,,,,2026-04-20T20:16:21+07:00,active,False,วัคซีน,4
วัคซีน_4,วัคซีน,,วัคซีนมะเร็งปากมดลูก (กรณีประสงค์ชำระเงินเอง),"วัคซีนมะเร็งปากมดลูก 9 สายพันธ์ ราคาเข็มละ 6,300 บาท (ต้องฉีด 3 เข็ม) ไม่รวมค่าบริการ รายละเอียดเพิ่มเติม โทร 054 466 666 ต่อ 7173 ให้บริการทุกวันจันทร์-วันศุกร์ 08.00-16.00 น. (เว้นวันหยุดนักขัตฤกษ์)",วัคซีนมะเร็งปากมดลูก|กรณีประสงค์ชำระเงินเอง|สายพันธ์|ราคาเข็มละ|300|บาท|ต้องฉีด|เข็ม|ไม่รวมค่าบริการ|รายละเอียดเพิ่มเติม|โทร|054|466|666|ต่อ|7173|ให้บริการทุกวันจันทร์|วันศุกร์|08.00|16.00|น.|เว้นวันหยุดนักขัตฤกษ์,,,,,,2026-04-20T20:16:21+07:00,active,False,วัคซีน,5
สวัสดิการวัคซีนนักศึกษา_1,สวัสดิการวัคซีนนักศึกษา,,วัคซีนมะเร็งปากมดลูกฟรีมีไหม (กรณีนักศึกษาอายุไม่เกิน 20 ปี ),งานบริการปฐมภูมิ https://www.facebook.com/profile.php?id=61556926684792#,วัคซีนมะเร็งปากมดลูกฟรีมีไหม|กรณีนักศึกษาอายุไม่เกิน|20|ปี|งานบริการปฐมภูมิ|https|www.facebook.com|profile.php?id=61556926684792#,รายละเอียดข้อมูลทางงานปฐมภูมิจะเป็นผู้แจ้งในเพจของงานบริการปฐมภูมิ,,,,,2026-04-20T20:16:21+07:00,active,False,สวัสดิการวัคซีนนักศึกษา,2
ค่าใช้จ่าย_1,ค่าใช้จ่าย,,ติดต่อธนาคารเลือด/บริจาคเลือด,ติดต่อธนาคารเลือด โทร 054 466 666 ต่อ 7286 ให้บริการวันจันทร์-วันศุกร์ เวลา 08.30-15.30 น.,ติดต่อธนาคารเลือด|บริจาคเลือด|โทร|054|466|666|ต่อ|7286|ให้บริการวันจันทร์|วันศุกร์|เวลา|08.30|15.30|น.,หยุดพักเที่ยง (12.00-13.00 น.),,,,,2026-04-20T20:16:21+07:00,active,False,ค่าใช้จ่าย,2
ค่าใช้จ่าย_2,ค่าใช้จ่าย,,บริจาคเลือดวันไหนได้บ้าง (สามารถเข้ามาได้วันไหน),ติดต่อธนาคารเลือดให้บริการวันจันทร์-วันศุกร์ เวลา 08.30-15.30 น.,บริจาคเลือดวันไหนได้บ้าง|สามารถเข้ามาได้วันไหน|ติดต่อธนาคารเลือดให้บริการวันจันทร์|วันศุกร์|เวลา|08.30|15.30|น.,,,,,,2026-04-20T20:16:21+07:00,active,False,ค่าใช้จ่าย,3
ค่าใช้จ่าย_3,ค่าใช้จ่าย,,ใช้เวลาในการบริจาคเลือดนานไหม,ใช้เวลาในการบริจาคเลือดประมาณ 30 นาที,ใช้เวลาในการบริจาคเลือดนานไหม|ใช้เวลาในการบริจาคเลือดประมาณ|30|นาที,,,,,,2026-04-20T20:16:21+07:00,active,False,ค่าใช้จ่าย,4
กลุ่มงานบุคคล_1,กลุ่มงานบุคคล,,เกี่ยวกับการสมัครงาน,ติดต่องานบุคคลโดยตรงได้เลยค่ะ โทร 054 466 666 ต่อ 7042/7043,เกี่ยวกับการสมัครงาน|ติดต่องานบุคคลโดยตรงได้เลยค่ะ|โทร|054|466|666|ต่อ|7042|7043,จะมีคำถามเกี่ยวกับการสมัครงานทั้งหมด เช่น ช่วงนี้มีรับสมัครงานอะไรบ้าง/ไม่มีเอกสารตัวนี้ในการสมัครได้ไหม/สอบตอนไหน/ประกาศผลเมื่อไหร่,,,,,2026-04-20T20:16:21+07:00,active,False,กลุ่มงานบุคคล,2
ตารางแพทย์และเวลาทำการ_1,ตารางแพทย์และเวลาทำการ,,"ตารางแพทย์ออกตรวจประจำวัน/แพทย์แต่ละท่านออกตรวจวันไหน (เช่น หมอกระดูกและข้อเข้าตรวจวันไหนบ้าง, หมอตาวันนี้มีไหม)",https://www.facebook.com/UPHospital/posts/pfbid0mnX2uuNFLckkAxcsEACWfyyfqm8cvrqbiCsbSuCf2FzfYMHdvQ5cpmmY57x4hv2El แนบ Link หรือ รูปภาพตารางออกตรวจของแต่ละแผนก,ตารางแพทย์ออกตรวจประจำวัน|แพทย์แต่ละท่านออกตรวจวันไหน|เช่น|หมอกระดูกและข้อเข้าตรวจวันไหนบ้าง|หมอตาวันนี้มีไหม|https|www.facebook.com|uphospital|posts|pfbid0mnx2uunflckkaxcseacwfyyfqm8cvrqbicsbsucf2fzfymhdvq5cpmmy57x4hv2el|แนบ|link|หรือ|รูปภาพตารางออกตรวจของแต่ละแผนก,โดยส่วนมากคนไข้จะสอบถามเจาะจงเป็นแผนกหากไม่มีการสอบถามเป็นแผนกจะทำการสอบถามกลับไปว่าอยากทราบเป็นของแผนกไหน,,,,,2026-04-20T20:16:21+07:00,active,False,ตารางแพทย์และเวลาทำการ,2
ตารางแพทย์และเวลาทำการ_2,ตารางแพทย์และเวลาทำการ,,เวลาทำการผู้ป่วยนอก,แผนกผู้ป่วยนอก เปิดในเวลา 08.00-16.00 น. ทุกวันทำการ นอกเวลาทำการ 16.00-20.00 น.หยุดทุกวันเสาร์-อาทิตย์ และวันหยุดนักขัตฤกษ์ค่ะ *แผนกฉุกเฉินเปิดบริการ 24 ชั่วโมง*,เวลาทำการผู้ป่วยนอก|แผนกผู้ป่วยนอก|เปิดในเวลา|08.00|16.00|น.|ทุกวันทำการ|นอกเวลาทำการ|20.00|น.หยุดทุกวันเสาร์|อาทิตย์|และวันหยุดนักขัตฤกษ์ค่ะ|*แผนกฉุกเฉินเปิดบริการ|24|ชั่วโมง*,,,,,,2026-04-20T20:16:21+07:00,active,False,ตารางแพทย์และเวลาทำการ,3
ตรวจสุขภาพรายบุคคล_1,ตรวจสุขภาพรายบุคคล,,ค่าใช้จ่ายในการตรวจสุขภาพหรือโปรแกรมตรวจสุขภาพ (โปรแกรมตรวจมีอะไรบ้าง),ติดต่อแผนกตรวจสุขภาพ โทร 054 466 666 ต่อ 7173 *เปิดในเวลาราชการ 08.00 -16.00 น. ทุกวันทำการ (ราชการ) หยุดทุกวันเสาร์-อาทิตย์ และวันหยุดนักขัตฤกษ์*,ค่าใช้จ่ายในการตรวจสุขภาพหรือโปรแกรมตรวจสุขภาพ|โปรแกรมตรวจมีอะไรบ้าง|ติดต่อแผนกตรวจสุขภาพ|โทร|054|466|666|ต่อ|7173|*เปิดในเวลาราชการ|08.00|16.00|น.|ทุกวันทำการ|ราชการ|หยุดทุกวันเสาร์|อาทิตย์|และวันหยุดนักขัตฤกษ์*,แนบรูปโปรแกรมตรวจสุขภาพพร้อมกับ QR Code Line Check up,,,,,2026-04-20T20:16:21+07:00,active,False,ตรวจสุขภาพรายบุคคล,2
ตรวจสุขภาพรายบุคคล_2,ตรวจสุขภาพรายบุคคล,,สามารถเข้ามาตรวจได้วันไหนบ้าง,เปิดในเวลาราชการ 08.00 -16.00 น. ทุกวันทำการ (ราชการ) หยุดทุกวันเสาร์-อาทิตย์ และวันหยุดนักขัตฤกษ์*,สามารถเข้ามาตรวจได้วันไหนบ้าง|เปิดในเวลาราชการ|08.00|16.00|น.|ทุกวันทำการ|ราชการ|หยุดทุกวันเสาร์|อาทิตย์|และวันหยุดนักขัตฤกษ์*,,,,,,2026-04-20T20:16:21+07:00,active,False,ตรวจสุขภาพรายบุคคล,3
ตรวจสุขภาพองค์กรและสิทธิเบิกจ่า_1,ตรวจสุขภาพองค์กรและสิทธิเบิกจ่า,,ตรวจสุขภาพเป็นหมู่คณะหรือหน่วยงานราชการ,แผนกตรวจสุขภาพ โทร 054 466 666 ต่อ 7173 *เปิดในเวลาราชการ 08.00 -16.00 น. ทุกวันทำการ (ราชการ) หยุดทุกวันเสาร์-อาทิตย์ และวันหยุดนักขัตฤกษ์*,ตรวจสุขภาพเป็นหมู่คณะหรือหน่วยงานราชการ|แผนกตรวจสุขภาพ|โทร|054|466|666|ต่อ|7173|*เปิดในเวลาราชการ|08.00|16.00|น.|ทุกวันทำการ|ราชการ|หยุดทุกวันเสาร์|อาทิตย์|และวันหยุดนักขัตฤกษ์*,เนื่องจากจะแนะนำให้ทำหนังสือเข้ามาก่อน,,,,,2026-04-20T20:16:21+07:00,active,False,ตรวจสุขภาพองค์กรและสิทธิเบิกจ่า,2
ตรวจสุขภาพองค์กรและสิทธิเบิกจ่า_2,ตรวจสุขภาพองค์กรและสิทธิเบิกจ่า,,ตรวจสุขภาพสามารถใช้สิทธิเบิกตรงได้ไหม,สามารถใช้ได้แต่จะเป็นสำรองจ่าย แล้วนำไปเบิกต้นสังกัดเองค่ะ,ตรวจสุขภาพสามารถใช้สิทธิเบิกตรงได้ไหม|สามารถใช้ได้แต่จะเป็นสำรองจ่าย|แล้วนำไปเบิกต้นสังกัดเองค่ะ,หากมาในนามหน่วยงานหรือหน่วยงานติดต่อเข้ามาก่อน จะไม่ต้องสำรองจ่าย,,,,,2026-04-20T20:16:21+07:00,active,False,ตรวจสุขภาพองค์กรและสิทธิเบิกจ่า,3
การขอเอกสารทางการแพทย์_1,การขอเอกสารทางการแพทย์,,การขอใบรับรองแพทย์ 5 โรค,ติดต่อแผนกตรวจสุขภาพ โทร 054 466 666 ต่อ 7173 *เปิดในเวลาราชการ 08.00 -16.00 น. ทุกวันทำการ (ราชการ) หยุดทุกวันเสาร์-อาทิตย์ และวันหยุดนักขัตฤกษ์*,การขอใบรับรองแพทย์|โรค|ติดต่อแผนกตรวจสุขภาพ|โทร|054|466|666|ต่อ|7173|*เปิดในเวลาราชการ|08.00|16.00|น.|ทุกวันทำการ|ราชการ|หยุดทุกวันเสาร์|อาทิตย์|และวันหยุดนักขัตฤกษ์*,,,,,,2026-04-20T20:16:21+07:00,active,False,การขอเอกสารทางการแพทย์,2
การขอเอกสารทางการแพทย์_2,การขอเอกสารทางการแพทย์,,การขอใบรับรองแพทย์ (ทำใบขับขี่),ติดต่อแผนกตรวจสุขภาพ โทร 054 466 666 ต่อ 7173 *เปิดในเวลาราชการ 08.00 -16.00 น. ทุกวันทำการ (ราชการ) หยุดทุกวันเสาร์-อาทิตย์ และวันหยุดนักขัตฤกษ์*,การขอใบรับรองแพทย์|ทำใบขับขี่|ติดต่อแผนกตรวจสุขภาพ|โทร|054|466|666|ต่อ|7173|*เปิดในเวลาราชการ|08.00|16.00|น.|ทุกวันทำการ|ราชการ|หยุดทุกวันเสาร์|อาทิตย์|และวันหยุดนักขัตฤกษ์*,,,,,,2026-04-20T20:16:21+07:00,active,False,การขอเอกสารทางการแพทย์,3
การขอเอกสารทางการแพทย์_3,การขอเอกสารทางการแพทย์,,การขอใบรับรองแพทย์สมัครงาน/สมัครสอบ,ติดต่อแผนกตรวจสุขภาพ โทร 054 466 666 ต่อ 7173 *เปิดในเวลาราชการ 08.00 -16.00 น. ทุกวันทำการ (ราชการ) หยุดทุกวันเสาร์-อาทิตย์ และวันหยุดนักขัตฤกษ์*,การขอใบรับรองแพทย์สมัครงาน|สมัครสอบ|ติดต่อแผนกตรวจสุขภาพ|โทร|054|466|666|ต่อ|7173|*เปิดในเวลาราชการ|08.00|16.00|น.|ทุกวันทำการ|ราชการ|หยุดทุกวันเสาร์|อาทิตย์|และวันหยุดนักขัตฤกษ์*,,,,,,2026-04-20T20:16:21+07:00,active,False,การขอเอกสารทางการแพทย์,4
การขอเอกสารทางการแพทย์_4,การขอเอกสารทางการแพทย์,,การขอใบรับรองแพทย์เข้าเรียนมหาวิทยาลัย,ติดต่อแผนกตรวจสุขภาพ โทร 054 466 666 ต่อ 7173 *เปิดในเวลาราชการ 08.00 -16.00 น. ทุกวันทำการ (ราชการ) หยุดทุกวันเสาร์-อาทิตย์ และวันหยุดนักขัตฤกษ์*,การขอใบรับรองแพทย์เข้าเรียนมหาวิทยาลัย|ติดต่อแผนกตรวจสุขภาพ|โทร|054|466|666|ต่อ|7173|*เปิดในเวลาราชการ|08.00|16.00|น.|ทุกวันทำการ|ราชการ|หยุดทุกวันเสาร์|อาทิตย์|และวันหยุดนักขัตฤกษ์*,,,,,,2026-04-20T20:16:21+07:00,active,False,การขอเอกสารทางการแพทย์,5
